fiscal_year,fiscal_year_start,triage_level,ctas_urgency_score,visit_disposition,main_problem,admission_status,ed_visits,median_los_minutes,median_los_hours,admission_flag,is_suppressed
2021-2022,2021,Unknown,3,Transferred,Acute Myocardial Infarction,Not Admitted,43,111.0,1.85,0,0
2021-2022,2021,CTAS III - Urgent,3,Transferred,Asthma,Not Admitted,168,300.0,5.0,0,0
2021-2022,2021,Less urgent,3,Transferred,Asthma,Not Admitted,44,231.0,3.85,0,0
2021-2022,2021,Non-urgent,3,Transferred,Asthma,Not Admitted,6,183.0,3.05,0,0
2021-2022,2021,Unknown,3,Transferred,Asthma,Not Admitted,0,0.0,0.0,0,1
2021-2022,2021,CTAS III - Urgent,3,Transferred,Influenzal Pneumonia,Not Admitted,0,450.0,7.5,0,1
2021-2022,2021,Less urgent,3,Transferred,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2021-2022,2021,Non-urgent,3,Transferred,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2021-2022,2021,Unknown,3,Transferred,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2021-2022,2021,CTAS III - Urgent,3,Transferred,Motor Vehicle Collisions,Not Admitted,1511,228.0,3.8,0,0
2021-2022,2021,Less urgent,3,Transferred,Motor Vehicle Collisions,Not Admitted,270,204.0,3.4,0,0
2021-2022,2021,Non-urgent,3,Transferred,Motor Vehicle Collisions,Not Admitted,31,186.0,3.1,0,0
2021-2022,2021,Unknown,3,Transferred,Motor Vehicle Collisions,Not Admitted,69,216.0,3.6,0,0
2021-2022,2021,CTAS III - Urgent,3,Transferred,Pneumonia,Not Admitted,1435,408.0,6.8,0,0
2021-2022,2021,Less urgent,3,Transferred,Pneumonia,Not Admitted,187,318.0,5.3,0,0
2021-2022,2021,Non-urgent,3,Transferred,Pneumonia,Not Admitted,34,255.0,4.25,0,0
2021-2022,2021,Unknown,3,Transferred,Pneumonia,Not Admitted,23,216.0,3.6,0,0
2021-2022,2021,CTAS III - Urgent,3,Transferred,Trauma,Not Admitted,31933,318.0,5.3,0,0
2021-2022,2021,Less urgent,3,Transferred,Trauma,Not Admitted,7576,216.0,3.6,0,0
2021-2022,2021,Non-urgent,3,Transferred,Trauma,Not Admitted,1298,168.0,2.8,0,0
2021-2022,2021,Unknown,3,Transferred,Trauma,Not Admitted,357,174.0,2.9,0,0
2021-2022,2021,CTAS III - Urgent,3,Transferred,Unintentional Falls,Not Admitted,22034,354.0,5.9,0,0
2021-2022,2021,Less urgent,3,Transferred,Unintentional Falls,Not Admitted,4236,246.0,4.1,0,0
2021-2022,2021,Non-urgent,3,Transferred,Unintentional Falls,Not Admitted,566,210.0,3.5,0,0
2021-2022,2021,Unknown,3,Transferred,Unintentional Falls,Not Admitted,158,198.0,3.3,0,0
2021-2022,2021,CTAS III - Urgent,3,Unknown,Acute Myocardial Infarction,Not Admitted,0,0.0,0.0,0,1
2021-2022,2021,Less urgent,3,Unknown,Acute Myocardial Infarction,Not Admitted,0,0.0,0.0,0,1
2021-2022,2021,Non-urgent,3,Unknown,Acute Myocardial Infarction,Not Admitted,0,0.0,0.0,0,1
2021-2022,2021,Unknown,3,Unknown,Acute Myocardial Infarction,Not Admitted,0,0.0,0.0,0,1
2021-2022,2021,CTAS III - Urgent,3,Unknown,Asthma,Not Admitted,0,0.0,0.0,0,1
2021-2022,2021,Less urgent,3,Unknown,Asthma,Not Admitted,0,0.0,0.0,0,1
2021-2022,2021,Non-urgent,3,Unknown,Asthma,Not Admitted,0,0.0,0.0,0,1
2021-2022,2021,Unknown,3,Unknown,Asthma,Not Admitted,0,0.0,0.0,0,1
2021-2022,2021,CTAS III - Urgent,3,Unknown,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2021-2022,2021,Less urgent,3,Unknown,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2021-2022,2021,Non-urgent,3,Unknown,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2021-2022,2021,Unknown,3,Unknown,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2021-2022,2021,CTAS III - Urgent,3,Unknown,Motor Vehicle Collisions,Not Admitted,0,0.0,0.0,0,1
2021-2022,2021,Less urgent,3,Unknown,Motor Vehicle Collisions,Not Admitted,0,0.0,0.0,0,1
2021-2022,2021,Non-urgent,3,Unknown,Motor Vehicle Collisions,Not Admitted,0,0.0,0.0,0,1
2021-2022,2021,Unknown,3,Unknown,Motor Vehicle Collisions,Not Admitted,0,0.0,0.0,0,1
2021-2022,2021,CTAS III - Urgent,3,Unknown,Pneumonia,Not Admitted,0,0.0,0.0,0,1
2021-2022,2021,Less urgent,3,Unknown,Pneumonia,Not Admitted,0,0.0,0.0,0,1
2021-2022,2021,Non-urgent,3,Unknown,Pneumonia,Not Admitted,0,0.0,0.0,0,1
2021-2022,2021,Unknown,3,Unknown,Pneumonia,Not Admitted,0,0.0,0.0,0,1
2021-2022,2021,CTAS III - Urgent,3,Unknown,Trauma,Not Admitted,0,0.0,0.0,0,1
2021-2022,2021,Less urgent,3,Unknown,Trauma,Not Admitted,0,0.0,0.0,0,1
2021-2022,2021,Non-urgent,3,Unknown,Trauma,Not Admitted,0,0.0,0.0,0,1
2021-2022,2021,Unknown,3,Unknown,Trauma,Not Admitted,0,0.0,0.0,0,1
2021-2022,2021,CTAS III - Urgent,3,Unknown,Unintentional Falls,Not Admitted,0,0.0,0.0,0,1
2021-2022,2021,Less urgent,3,Unknown,Unintentional Falls,Not Admitted,0,0.0,0.0,0,1
2021-2022,2021,Non-urgent,3,Unknown,Unintentional Falls,Not Admitted,0,0.0,0.0,0,1
2021-2022,2021,Unknown,3,Unknown,Unintentional Falls,Not Admitted,0,0.0,0.0,0,1
2020-2021,2020,CTAS I - Resuscitation,1,Admitted,Acute Myocardial Infarction,Admitted,1399,84.0,1.4,1,0
2020-2021,2020,CTAS I - Resuscitation,1,Admitted,Asthma,Admitted,328,411.0,6.85,1,0
2020-2021,2020,CTAS I - Resuscitation,1,Admitted,Influenzal Pneumonia,Admitted,0,360.0,6.0,1,1
2020-2021,2020,CTAS I - Resuscitation,1,Admitted,Motor Vehicle Collisions,Admitted,2611,300.0,5.0,1,0
2020-2021,2020,CTAS I - Resuscitation,1,Admitted,Pneumonia,Admitted,1483,456.0,7.6,1,0
2020-2021,2020,CTAS I - Resuscitation,1,Admitted,Trauma,Admitted,7500,306.0,5.1,1,0
2020-2021,2020,CTAS I - Resuscitation,1,Admitted,Unintentional Falls,Admitted,2133,366.0,6.1,1,0
2020-2021,2020,CTAS I - Resuscitation,1,Death,Acute Myocardial Infarction,Not Admitted,346,24.0,0.4,0,0
2020-2021,2020,CTAS I - Resuscitation,1,Death,Asthma,Not Admitted,0,12.0,0.2,0,1
2020-2021,2020,CTAS I - Resuscitation,1,Death,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2020-2021,2020,CTAS I - Resuscitation,1,Death,Motor Vehicle Collisions,Not Admitted,201,36.0,0.6,0,0
2020-2021,2020,CTAS I - Resuscitation,1,Death,Pneumonia,Not Admitted,27,180.0,3.0,0,0
2020-2021,2020,CTAS I - Resuscitation,1,Death,Trauma,Not Admitted,674,42.0,0.7,0,0
2020-2021,2020,CTAS I - Resuscitation,1,Death,Unintentional Falls,Not Admitted,104,165.0,2.75,0,0
2020-2021,2020,CTAS I - Resuscitation,1,Discharged Home,Acute Myocardial Infarction,Not Admitted,18,105.0,1.75,0,0
2020-2021,2020,CTAS I - Resuscitation,1,Discharged Home,Asthma,Not Admitted,317,234.0,3.9,0,0
2020-2021,2020,CTAS I - Resuscitation,1,Discharged Home,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2020-2021,2020,CTAS I - Resuscitation,1,Discharged Home,Motor Vehicle Collisions,Not Admitted,599,282.0,4.7,0,0
2020-2021,2020,CTAS I - Resuscitation,1,Discharged Home,Pneumonia,Not Admitted,107,216.0,3.6,0,0
2020-2021,2020,CTAS I - Resuscitation,1,Discharged Home,Trauma,Not Admitted,3272,252.0,4.2,0,0
2020-2021,2020,CTAS I - Resuscitation,1,Discharged Home,Unintentional Falls,Not Admitted,625,264.0,4.4,0,0
2020-2021,2020,CTAS I - Resuscitation,1,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,16,69.0,1.15,0,0
2020-2021,2020,CTAS I - Resuscitation,1,Intra-Facility Transfer,Asthma,Not Admitted,0,114.0,1.9,0,1
2020-2021,2020,CTAS I - Resuscitation,1,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2020-2021,2020,CTAS I - Resuscitation,1,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,12,93.0,1.55,0,0
2020-2021,2020,CTAS I - Resuscitation,1,Intra-Facility Transfer,Pneumonia,Not Admitted,0,0.0,0.0,0,1
2020-2021,2020,CTAS I - Resuscitation,1,Intra-Facility Transfer,Trauma,Not Admitted,76,120.0,2.0,0,0
2020-2021,2020,CTAS I - Resuscitation,1,Intra-Facility Transfer,Unintentional Falls,Not Admitted,17,156.0,2.6,0,0
2020-2021,2020,CTAS I - Resuscitation,1,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,0,465.0,7.75,0,1
2020-2021,2020,CTAS I - Resuscitation,1,Not Seen Or Left,Asthma,Not Admitted,15,216.0,3.6,0,0
2020-2021,2020,CTAS I - Resuscitation,1,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2020-2021,2020,CTAS I - Resuscitation,1,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,25,186.0,3.1,0,0
2020-2021,2020,CTAS I - Resuscitation,1,Not Seen Or Left,Pneumonia,Not Admitted,0,909.0,15.15,0,1
2020-2021,2020,CTAS I - Resuscitation,1,Not Seen Or Left,Trauma,Not Admitted,132,183.0,3.05,0,0
2020-2021,2020,CTAS I - Resuscitation,1,Not Seen Or Left,Unintentional Falls,Not Admitted,16,222.0,3.7,0,0
2020-2021,2020,CTAS I - Resuscitation,1,Transferred,Acute Myocardial Infarction,Not Admitted,504,84.0,1.4,0,0
2020-2021,2020,CTAS I - Resuscitation,1,Transferred,Asthma,Not Admitted,42,261.0,4.35,0,0
2020-2021,2020,CTAS I - Resuscitation,1,Transferred,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2020-2021,2020,CTAS I - Resuscitation,1,Transferred,Motor Vehicle Collisions,Not Admitted,464,108.0,1.8,0,0
2020-2021,2020,CTAS I - Resuscitation,1,Transferred,Pneumonia,Not Admitted,96,291.0,4.85,0,0
2020-2021,2020,CTAS I - Resuscitation,1,Transferred,Trauma,Not Admitted,1508,150.0,2.5,0,0
2020-2021,2020,CTAS I - Resuscitation,1,Transferred,Unintentional Falls,Not Admitted,366,192.0,3.2,0,0
2020-2021,2020,CTAS I - Resuscitation,1,Unknown,Acute Myocardial Infarction,Not Admitted,0,0.0,0.0,0,1
2020-2021,2020,CTAS I - Resuscitation,1,Unknown,Asthma,Not Admitted,0,0.0,0.0,0,1
2020-2021,2020,CTAS I - Resuscitation,1,Unknown,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2020-2021,2020,CTAS I - Resuscitation,1,Unknown,Motor Vehicle Collisions,Not Admitted,0,0.0,0.0,0,1
2020-2021,2020,CTAS I - Resuscitation,1,Unknown,Pneumonia,Not Admitted,0,0.0,0.0,0,1
2020-2021,2020,CTAS I - Resuscitation,1,Unknown,Trauma,Not Admitted,0,0.0,0.0,0,1
2020-2021,2020,CTAS I - Resuscitation,1,Unknown,Unintentional Falls,Not Admitted,0,0.0,0.0,0,1
2020-2021,2020,CTAS II - Emergent,2,Admitted,Acute Myocardial Infarction,Admitted,12615,462.0,7.7,1,0
2020-2021,2020,CTAS II - Emergent,2,Admitted,Asthma,Admitted,1049,558.0,9.3,1,0
2020-2021,2020,CTAS II - Emergent,2,Admitted,Influenzal Pneumonia,Admitted,16,441.0,7.35,1,0
2020-2021,2020,CTAS II - Emergent,2,Admitted,Motor Vehicle Collisions,Admitted,4420,420.0,7.0,1,0
2020-2021,2020,CTAS II - Emergent,2,Admitted,Pneumonia,Admitted,10150,636.0,10.6,1,0
2020-2021,2020,CTAS II - Emergent,2,Admitted,Trauma,Admitted,26928,504.0,8.4,1,0
2020-2021,2020,CTAS II - Emergent,2,Admitted,Unintentional Falls,Admitted,15512,558.0,9.3,1,0
2020-2021,2020,CTAS II - Emergent,2,Death,Acute Myocardial Infarction,Not Admitted,73,198.0,3.3,0,0
2020-2021,2020,CTAS II - Emergent,2,Death,Asthma,Not Admitted,0,0.0,0.0,0,1
2020-2021,2020,CTAS II - Emergent,2,Death,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2020-2021,2020,CTAS II - Emergent,2,Death,Motor Vehicle Collisions,Not Admitted,0,120.0,2.0,0,1
2020-2021,2020,CTAS II - Emergent,2,Death,Pneumonia,Not Admitted,46,321.0,5.35,0,0
2020-2021,2020,CTAS II - Emergent,2,Death,Trauma,Not Admitted,40,264.0,4.4,0,0
2020-2021,2020,CTAS II - Emergent,2,Death,Unintentional Falls,Not Admitted,26,297.0,4.95,0,0
2020-2021,2020,CTAS II - Emergent,2,Discharged Home,Acute Myocardial Infarction,Not Admitted,415,282.0,4.7,0,0
2020-2021,2020,CTAS II - Emergent,2,Discharged Home,Asthma,Not Admitted,4988,204.0,3.4,0,0
2020-2021,2020,CTAS II - Emergent,2,Discharged Home,Influenzal Pneumonia,Not Admitted,19,258.0,4.3,0,0
2020-2021,2020,CTAS II - Emergent,2,Discharged Home,Motor Vehicle Collisions,Not Admitted,24237,192.0,3.2,0,0
2020-2021,2020,CTAS II - Emergent,2,Discharged Home,Pneumonia,Not Admitted,5789,264.0,4.4,0,0
2020-2021,2020,CTAS II - Emergent,2,Discharged Home,Trauma,Not Admitted,145072,174.0,2.9,0,0
2020-2021,2020,CTAS II - Emergent,2,Discharged Home,Unintentional Falls,Not Admitted,50555,192.0,3.2,0,0
2020-2021,2020,CTAS II - Emergent,2,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,61,90.0,1.5,0,0
2020-2021,2020,CTAS II - Emergent,2,Intra-Facility Transfer,Asthma,Not Admitted,0,168.0,2.8,0,1
2020-2021,2020,CTAS II - Emergent,2,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2020-2021,2020,CTAS II - Emergent,2,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,80,228.0,3.8,0,0
2020-2021,2020,CTAS II - Emergent,2,Intra-Facility Transfer,Pneumonia,Not Admitted,5,114.0,1.9,0,0
2020-2021,2020,CTAS II - Emergent,2,Intra-Facility Transfer,Trauma,Not Admitted,1157,192.0,3.2,0,0
2020-2021,2020,CTAS II - Emergent,2,Intra-Facility Transfer,Unintentional Falls,Not Admitted,189,228.0,3.8,0,0
2020-2021,2020,CTAS II - Emergent,2,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,87,306.0,5.1,0,0
2020-2021,2020,CTAS II - Emergent,2,Not Seen Or Left,Asthma,Not Admitted,66,189.0,3.15,0,0
2020-2021,2020,CTAS II - Emergent,2,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2020-2021,2020,CTAS II - Emergent,2,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,581,162.0,2.7,0,0
2020-2021,2020,CTAS II - Emergent,2,Not Seen Or Left,Pneumonia,Not Admitted,74,300.0,5.0,0,0
2020-2021,2020,CTAS II - Emergent,2,Not Seen Or Left,Trauma,Not Admitted,3597,144.0,2.4,0,0
2020-2021,2020,CTAS II - Emergent,2,Not Seen Or Left,Unintentional Falls,Not Admitted,919,162.0,2.7,0,0
2020-2021,2020,CTAS II - Emergent,2,Transferred,Acute Myocardial Infarction,Not Admitted,4242,132.0,2.2,0,0
2020-2021,2020,CTAS II - Emergent,2,Transferred,Asthma,Not Admitted,108,288.0,4.8,0,0
2020-2021,2020,CTAS II - Emergent,2,Transferred,Influenzal Pneumonia,Not Admitted,0,1326.0,22.1,0,1
2020-2021,2020,CTAS II - Emergent,2,Transferred,Motor Vehicle Collisions,Not Admitted,2305,210.0,3.5,0,0
2020-2021,2020,CTAS II - Emergent,2,Transferred,Pneumonia,Not Admitted,796,360.0,6.0,0,0
2020-2021,2020,CTAS II - Emergent,2,Transferred,Trauma,Not Admitted,12332,252.0,4.2,0,0
2020-2021,2020,CTAS II - Emergent,2,Transferred,Unintentional Falls,Not Admitted,5889,306.0,5.1,0,0
2020-2021,2020,CTAS II - Emergent,2,Unknown,Acute Myocardial Infarction,Not Admitted,0,0.0,0.0,0,1
2020-2021,2020,CTAS II - Emergent,2,Unknown,Asthma,Not Admitted,0,0.0,0.0,0,1
2020-2021,2020,CTAS II - Emergent,2,Unknown,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2020-2021,2020,CTAS II - Emergent,2,Unknown,Motor Vehicle Collisions,Not Admitted,0,0.0,0.0,0,1
2020-2021,2020,CTAS II - Emergent,2,Unknown,Pneumonia,Not Admitted,0,0.0,0.0,0,1
2020-2021,2020,CTAS II - Emergent,2,Unknown,Trauma,Not Admitted,0,0.0,0.0,0,1
2020-2021,2020,CTAS II - Emergent,2,Unknown,Unintentional Falls,Not Admitted,0,0.0,0.0,0,1
2020-2021,2020,CTAS III - Urgent,3,Admitted,Acute Myocardial Infarction,Admitted,3519,564.0,9.4,1,0
2020-2021,2020,Less urgent,3,Admitted,Acute Myocardial Infarction,Admitted,335,456.0,7.6,1,0
2020-2021,2020,Non-urgent,3,Admitted,Acute Myocardial Infarction,Admitted,38,483.0,8.05,1,0
2020-2021,2020,Unknown,3,Admitted,Acute Myocardial Infarction,Admitted,44,264.0,4.4,1,0
2020-2021,2020,CTAS III - Urgent,3,Admitted,Asthma,Admitted,499,642.0,10.7,1,0
2020-2021,2020,Less urgent,3,Admitted,Asthma,Admitted,19,456.0,7.6,1,0
2020-2021,2020,Non-urgent,3,Admitted,Asthma,Admitted,0,330.0,5.5,1,1
2020-2021,2020,Unknown,3,Admitted,Asthma,Admitted,0,162.0,2.7,1,1
2020-2021,2020,CTAS III - Urgent,3,Admitted,Influenzal Pneumonia,Admitted,12,576.0,9.6,1,0
2020-2021,2020,Less urgent,3,Admitted,Influenzal Pneumonia,Admitted,6,486.0,8.1,1,0
2020-2021,2020,Non-urgent,3,Admitted,Influenzal Pneumonia,Admitted,0,0.0,0.0,1,1
2020-2021,2020,Unknown,3,Admitted,Influenzal Pneumonia,Admitted,0,0.0,0.0,1,1
2020-2021,2020,CTAS III - Urgent,3,Admitted,Motor Vehicle Collisions,Admitted,2488,414.0,6.9,1,0
2020-2021,2020,Less urgent,3,Admitted,Motor Vehicle Collisions,Admitted,339,360.0,6.0,1,0
2020-2021,2020,Non-urgent,3,Admitted,Motor Vehicle Collisions,Admitted,65,312.0,5.2,1,0
2020-2021,2020,Unknown,3,Admitted,Motor Vehicle Collisions,Admitted,40,237.0,3.95,1,0
2020-2021,2020,CTAS III - Urgent,3,Admitted,Pneumonia,Admitted,8327,630.0,10.5,1,0
2020-2021,2020,Less urgent,3,Admitted,Pneumonia,Admitted,587,462.0,7.7,1,0
2020-2021,2020,Non-urgent,3,Admitted,Pneumonia,Admitted,33,432.0,7.2,1,0
2020-2021,2020,Unknown,3,Admitted,Pneumonia,Admitted,100,210.0,3.5,1,0
2020-2021,2020,CTAS III - Urgent,3,Admitted,Trauma,Admitted,43774,510.0,8.5,1,0
2020-2021,2020,Less urgent,3,Admitted,Trauma,Admitted,5721,396.0,6.6,1,0
2020-2021,2020,Non-urgent,3,Admitted,Trauma,Admitted,795,348.0,5.8,1,0
2020-2021,2020,Unknown,3,Admitted,Trauma,Admitted,242,210.0,3.5,1,0
2020-2021,2020,CTAS III - Urgent,3,Admitted,Unintentional Falls,Admitted,33829,528.0,8.8,1,0
2020-2021,2020,Less urgent,3,Admitted,Unintentional Falls,Admitted,3957,408.0,6.8,1,0
2020-2021,2020,Non-urgent,3,Admitted,Unintentional Falls,Admitted,488,366.0,6.1,1,0
2020-2021,2020,Unknown,3,Admitted,Unintentional Falls,Admitted,131,285.0,4.75,1,0
2020-2021,2020,CTAS III - Urgent,3,Death,Acute Myocardial Infarction,Not Admitted,15,168.0,2.8,0,0
2020-2021,2020,Less urgent,3,Death,Acute Myocardial Infarction,Not Admitted,0,192.0,3.2,0,1
2020-2021,2020,Non-urgent,3,Death,Acute Myocardial Infarction,Not Admitted,0,0.0,0.0,0,1
2020-2021,2020,Unknown,3,Death,Acute Myocardial Infarction,Not Admitted,0,27.0,0.45,0,1
2020-2021,2020,CTAS III - Urgent,3,Death,Asthma,Not Admitted,0,0.0,0.0,0,1
2020-2021,2020,Less urgent,3,Death,Asthma,Not Admitted,0,0.0,0.0,0,1
2020-2021,2020,Non-urgent,3,Death,Asthma,Not Admitted,0,0.0,0.0,0,1
2020-2021,2020,Unknown,3,Death,Asthma,Not Admitted,0,0.0,0.0,0,1
2020-2021,2020,CTAS III - Urgent,3,Death,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2020-2021,2020,Less urgent,3,Death,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2020-2021,2020,Non-urgent,3,Death,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2020-2021,2020,Unknown,3,Death,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2020-2021,2020,CTAS III - Urgent,3,Death,Motor Vehicle Collisions,Not Admitted,0,72.0,1.2,0,1
2020-2021,2020,Less urgent,3,Death,Motor Vehicle Collisions,Not Admitted,0,120.0,2.0,0,1
2020-2021,2020,Non-urgent,3,Death,Motor Vehicle Collisions,Not Admitted,0,0.0,0.0,0,1
2020-2021,2020,Unknown,3,Death,Motor Vehicle Collisions,Not Admitted,0,249.0,4.15,0,1
2020-2021,2020,CTAS III - Urgent,3,Death,Pneumonia,Not Admitted,17,318.0,5.3,0,0
2020-2021,2020,Less urgent,3,Death,Pneumonia,Not Admitted,0,498.0,8.3,0,1
2020-2021,2020,Non-urgent,3,Death,Pneumonia,Not Admitted,0,0.0,0.0,0,1
2020-2021,2020,Unknown,3,Death,Pneumonia,Not Admitted,0,66.0,1.1,0,1
2020-2021,2020,CTAS III - Urgent,3,Death,Trauma,Not Admitted,34,225.0,3.75,0,0
2020-2021,2020,Less urgent,3,Death,Trauma,Not Admitted,7,120.0,2.0,0,0
2020-2021,2020,Non-urgent,3,Death,Trauma,Not Admitted,7,150.0,2.5,0,0
2020-2021,2020,Unknown,3,Death,Trauma,Not Admitted,11,264.0,4.4,0,0
2020-2021,2020,CTAS III - Urgent,3,Death,Unintentional Falls,Not Admitted,23,264.0,4.4,0,0
2020-2021,2020,Less urgent,3,Death,Unintentional Falls,Not Admitted,0,108.0,1.8,0,1
2020-2021,2020,Non-urgent,3,Death,Unintentional Falls,Not Admitted,0,258.0,4.3,0,1
2020-2021,2020,Unknown,3,Death,Unintentional Falls,Not Admitted,0,264.0,4.4,0,1
2020-2021,2020,CTAS III - Urgent,3,Discharged Home,Acute Myocardial Infarction,Not Admitted,168,432.0,7.2,0,0
2020-2021,2020,Less urgent,3,Discharged Home,Acute Myocardial Infarction,Not Admitted,41,282.0,4.7,0,0
2020-2021,2020,Non-urgent,3,Discharged Home,Acute Myocardial Infarction,Not Admitted,14,186.0,3.1,0,0
2020-2021,2020,Unknown,3,Discharged Home,Acute Myocardial Infarction,Not Admitted,5,1182.0,19.7,0,0
2020-2021,2020,CTAS III - Urgent,3,Discharged Home,Asthma,Not Admitted,11841,162.0,2.7,0,0
2020-2021,2020,Less urgent,3,Discharged Home,Asthma,Not Admitted,4452,114.0,1.9,0,0
2020-2021,2020,Non-urgent,3,Discharged Home,Asthma,Not Admitted,746,84.0,1.4,0,0
2020-2021,2020,Unknown,3,Discharged Home,Asthma,Not Admitted,101,96.0,1.6,0,0
2020-2021,2020,CTAS III - Urgent,3,Discharged Home,Influenzal Pneumonia,Not Admitted,34,198.0,3.3,0,0
2020-2021,2020,Less urgent,3,Discharged Home,Influenzal Pneumonia,Not Admitted,5,288.0,4.8,0,0
2020-2021,2020,Non-urgent,3,Discharged Home,Influenzal Pneumonia,Not Admitted,0,444.0,7.4,0,1
2020-2021,2020,Unknown,3,Discharged Home,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2020-2021,2020,CTAS III - Urgent,3,Discharged Home,Motor Vehicle Collisions,Not Admitted,59040,144.0,2.4,0,0
2020-2021,2020,Less urgent,3,Discharged Home,Motor Vehicle Collisions,Not Admitted,30221,114.0,1.9,0,0
2020-2021,2020,Non-urgent,3,Discharged Home,Motor Vehicle Collisions,Not Admitted,4165,108.0,1.8,0,0
2020-2021,2020,Unknown,3,Discharged Home,Motor Vehicle Collisions,Not Admitted,449,96.0,1.6,0,0
2020-2021,2020,CTAS III - Urgent,3,Discharged Home,Pneumonia,Not Admitted,12787,216.0,3.6,0,0
2020-2021,2020,Less urgent,3,Discharged Home,Pneumonia,Not Admitted,3270,162.0,2.7,0,0
2020-2021,2020,Non-urgent,3,Discharged Home,Pneumonia,Not Admitted,559,126.0,2.1,0,0
2020-2021,2020,Unknown,3,Discharged Home,Pneumonia,Not Admitted,95,114.0,1.9,0,0
2020-2021,2020,CTAS III - Urgent,3,Discharged Home,Trauma,Not Admitted,605599,132.0,2.2,0,0
2020-2021,2020,Less urgent,3,Discharged Home,Trauma,Not Admitted,505792,102.0,1.7,0,0
2020-2021,2020,Non-urgent,3,Discharged Home,Trauma,Not Admitted,106573,90.0,1.5,0,0
2020-2021,2020,Unknown,3,Discharged Home,Trauma,Not Admitted,4985,72.0,1.2,0,0
2020-2021,2020,CTAS III - Urgent,3,Discharged Home,Unintentional Falls,Not Admitted,232901,150.0,2.5,0,0
2020-2021,2020,Less urgent,3,Discharged Home,Unintentional Falls,Not Admitted,150543,114.0,1.9,0,0
2020-2021,2020,Non-urgent,3,Discharged Home,Unintentional Falls,Not Admitted,21562,102.0,1.7,0,0
2020-2021,2020,Unknown,3,Discharged Home,Unintentional Falls,Not Admitted,1403,84.0,1.4,0,0
2020-2021,2020,CTAS III - Urgent,3,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,0,222.0,3.7,0,1
2020-2021,2020,Less urgent,3,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,0,0.0,0.0,0,1
2020-2021,2020,Non-urgent,3,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,0,0.0,0.0,0,1
2020-2021,2020,Unknown,3,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,0,0.0,0.0,0,1
2020-2021,2020,CTAS III - Urgent,3,Intra-Facility Transfer,Asthma,Not Admitted,6,183.0,3.05,0,0
2020-2021,2020,Less urgent,3,Intra-Facility Transfer,Asthma,Not Admitted,0,0.0,0.0,0,1
2020-2021,2020,Non-urgent,3,Intra-Facility Transfer,Asthma,Not Admitted,0,0.0,0.0,0,1
2020-2021,2020,Unknown,3,Intra-Facility Transfer,Asthma,Not Admitted,0,0.0,0.0,0,1
2020-2021,2020,CTAS III - Urgent,3,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2020-2021,2020,Less urgent,3,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2020-2021,2020,Non-urgent,3,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2020-2021,2020,Unknown,3,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
